,Player,Pos,Age,Tm,GS,MP,FG,FG%,3P,3P%,FT,FT%,TRB,AST,STL,BLK,TOV,PTS
521,Jerome Robinson,SG,22,WAS,5,24.0,3.3,0.397,1.4,0.349,1.4,0.763,3.3,2.0,0.7,0.4,1.1,9.4
522,Justin Robinson,PG,22,WAS,0,5.4,0.6,0.417,0.3,0.6,0.0,0.0,0.6,0.8,0.0,0.1,0.3,1.4
523,Mitchell Robinson,C,21,NYK,7,23.1,4.1,0.742,0.0,0.0,1.4,0.568,7.0,0.6,0.9,2.0,0.6,9.7
524,Isaiah Roby,SF,21,OKC,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
525,Rajon Rondo,PG,33,LAL,3,20.5,2.9,0.418,0.9,0.328,0.6,0.659,3.0,5.0,0.8,0.0,1.9,7.1
526,Derrick Rose,PG,31,DET,15,26.0,7.4,0.49,0.9,0.306,2.4,0.871,2.4,5.6,0.8,0.3,2.5,18.1
527,Terrence Ross,SG,28,ORL,0,27.4,4.9,0.403,2.6,0.351,2.3,0.853,3.2,1.2,1.1,0.3,1.0,14.7
528,Terry Rozier,PG,25,CHO,63,34.3,6.3,0.423,2.7,0.407,2.6,0.874,4.4,4.1,1.0,0.2,2.2,18.0
529,Ricky Rubio,PG,29,PHO,65,31.0,4.4,0.415,1.2,0.361,3.0,0.863,4.7,8.8,1.4,0.2,2.7,13.0
530,D'Angelo Russell,PG,23,TOT,45,32.3,8.0,0.426,3.5,0.367,3.6,0.809,3.9,6.3,1.1,0.3,3.3,23.1
531,D'Angelo Russell,PG,23,GSW,33,32.1,8.3,0.43,3.6,0.374,3.4,0.785,3.7,6.2,0.9,0.3,3.1,23.6
532,D'Angelo Russell,PG,23,MIN,12,32.7,7.3,0.412,3.2,0.345,4.0,0.873,4.6,6.6,1.4,0.3,3.8,21.7
533,Domantas Sabonis,PF,23,IND,62,34.8,7.4,0.54,0.3,0.254,3.5,0.723,12.4,5.0,0.8,0.5,2.7,18.5
534,Luka Šamanić,PF,20,SAS,1,16.0,1.7,0.313,1.0,0.375,1.0,0.75,3.3,2.0,0.0,0.7,0.7,5.3
535,JaKarr Sampson,SF,26,IND,12,13.9,2.0,0.591,0.1,0.154,0.5,0.667,2.6,0.6,0.5,0.4,0.4,4.6
536,Dario Šarić,PF,25,PHO,51,24.7,3.9,0.476,1.3,0.357,1.6,0.844,6.2,1.9,0.6,0.2,1.3,10.7
537,Tomáš Satoranský,PG,28,CHI,64,28.9,3.6,0.43,1.0,0.322,1.6,0.876,3.9,5.4,1.2,0.1,2.0,9.9
538,Admiral Schofield,SF,22,WAS,2,11.2,1.1,0.38,0.6,0.311,0.3,0.667,1.4,0.5,0.2,0.1,0.2,3.0
539,Dennis Schröder,PG,26,OKC,2,30.8,7.0,0.469,1.9,0.385,3.0,0.839,3.6,4.0,0.7,0.2,2.6,18.9
540,Mike Scott,PF,31,PHI,11,17.8,2.2,0.426,1.2,0.369,0.4,0.811,3.6,0.8,0.3,0.1,0.4,6.0
541,Thabo Sefolosha,PF,35,HOU,0,10.6,0.9,0.407,0.4,0.278,0.1,0.375,2.3,0.6,0.6,0.3,0.4,2.2
542,Collin Sexton,SG,21,CLE,65,33.0,7.9,0.472,1.5,0.38,3.5,0.846,3.1,3.0,1.0,0.1,2.4,20.8
543,Landry Shamet,SG,22,LAC,30,27.4,3.0,0.404,2.1,0.375,1.2,0.855,1.9,1.9,0.4,0.2,0.8,9.3
544,Marial Shayok,SG,24,PHI,0,7.0,0.8,0.25,0.5,0.333,0.8,0.75,1.8,0.3,0.0,0.3,0.8,2.8
545,Iman Shumpert,SG,29,BRK,0,18.5,1.6,0.328,0.6,0.242,0.3,0.571,2.6,0.9,0.9,0.2,0.8,4.2
546,Pascal Siakam,PF,25,TOR,60,35.2,8.3,0.453,2.2,0.359,4.0,0.792,7.3,3.5,1.0,0.9,2.5,22.9
547,Chris Silva,PF,23,MIA,0,7.9,1.1,0.615,0.0,0.0,0.8,0.673,2.9,0.5,0.2,0.5,0.7,3.0
548,Ben Simmons,PG,23,PHI,57,35.4,6.6,0.58,0.0,0.286,3.2,0.621,7.8,8.0,2.1,0.6,3.5,16.4
549,Anfernee Simons,SG,20,POR,4,20.7,3.1,0.399,1.1,0.332,1.1,0.826,2.2,1.4,0.4,0.1,0.9,8.3
550,Alen Smailagić,PF,19,GSW,0,9.9,1.4,0.5,0.2,0.231,1.1,0.842,1.9,0.9,0.2,0.3,0.8,4.2
551,Marcus Smart,SG,25,BOS,40,32.0,4.3,0.375,2.3,0.347,2.1,0.836,3.8,4.9,1.7,0.5,1.7,12.9
552,Dennis Smith Jr.,PG,22,NYK,3,15.8,2.1,0.341,0.5,0.296,0.8,0.509,2.3,2.9,0.8,0.2,1.7,5.5
553,Ish Smith,PG,31,WAS,23,26.3,4.5,0.447,0.9,0.367,0.9,0.721,3.2,4.9,0.9,0.4,1.4,10.9
554,J.R. Smith,SG,34,LAL,0,13.2,1.2,0.318,0.2,0.091,0.3,1.0,0.8,0.5,0.2,0.0,0.7,2.8
555,Zhaire Smith,SG,20,PHI,0,4.6,0.4,0.273,0.0,0.0,0.3,0.5,0.3,0.3,0.4,0.0,0.3,1.1
556,Tony Snell,SF,28,DET,57,27.8,2.9,0.445,1.7,0.402,0.5,1.0,1.9,2.2,0.5,0.3,0.5,8.0
557,Omari Spellman,PF,22,GSW,3,18.1,2.6,0.431,0.9,0.391,1.5,0.793,4.5,1.0,0.7,0.5,1.1,7.6
558,Max Strus,SG,23,CHI,0,3.0,1.0,0.667,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,2.5
559,Edmond Sumner,PG,24,IND,3,14.4,2.0,0.43,0.5,0.264,0.5,0.552,1.5,1.8,0.5,0.3,0.7,4.9
560,Caleb Swanigan,PF,22,TOT,1,10.7,1.0,0.596,0.0,0.0,0.3,0.529,3.7,1.1,0.1,0.3,1.4,2.4
561,Caleb Swanigan,PF,22,SAC,0,3.3,0.3,0.5,0.0,0.0,0.1,0.5,1.0,0.3,0.1,0.3,0.9,0.7
562,Caleb Swanigan,PF,22,POR,1,13.3,1.3,0.605,0.0,0.0,0.4,0.533,4.7,1.5,0.1,0.3,1.6,3.0
563,Jayson Tatum,PF,21,BOS,66,34.3,8.4,0.45,2.9,0.403,3.8,0.812,7.0,3.0,1.4,0.9,2.3,23.4
564,Jeff Teague,PG,31,TOT,17,24.8,3.6,0.436,0.7,0.368,2.9,0.873,2.4,5.2,0.7,0.3,2.0,10.9
565,Jeff Teague,PG,31,MIN,13,27.8,4.3,0.448,1.0,0.379,3.7,0.868,2.6,6.1,0.7,0.4,2.2,13.2
566,Jeff Teague,PG,31,ATL,4,20.8,2.7,0.412,0.4,0.333,1.9,0.887,2.2,4.0,0.8,0.2,1.6,7.7
567,Garrett Temple,SG,33,BRK,35,27.9,3.6,0.378,2.0,0.329,1.1,0.805,3.5,2.5,0.8,0.5,1.0,10.3
568,Daniel Theis,C,27,BOS,64,24.1,3.7,0.566,0.5,0.333,1.3,0.763,6.6,1.7,0.6,1.3,0.8,9.2
569,Isaiah Thomas,PG,30,WAS,37,23.1,4.4,0.408,2.0,0.413,1.6,0.816,1.7,3.7,0.3,0.2,1.9,12.2
570,Khyri Thomas,SG,23,DET,0,7.6,0.6,0.294,0.6,0.357,0.3,0.5,0.1,0.4,0.4,0.0,0.4,2.1
571,Lance Thomas,SF,31,BRK,4,14.0,1.1,0.348,0.6,0.308,0.6,1.0,1.9,0.9,0.0,0.0,0.9,3.4
572,Matt Thomas,SG,25,TOR,1,10.7,1.8,0.487,1.1,0.475,0.2,0.75,1.5,0.5,0.2,0.0,0.4,4.9
573,Tristan Thompson,C,28,CLE,51,30.2,5.1,0.512,0.2,0.391,1.7,0.615,10.1,2.1,0.6,0.9,1.8,12.0
574,Sindarius Thornwell,SG,25,NOP,0,17.5,3.0,0.545,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,8.0
575,Matisse Thybulle,SG,22,PHI,14,19.8,1.7,0.423,0.9,0.357,0.4,0.61,1.6,1.2,1.4,0.7,0.8,4.7
576,Anthony Tolliver,PF,34,TOT,13,15.9,1.2,0.357,0.9,0.338,0.4,0.724,2.8,0.8,0.3,0.2,0.6,3.6
577,Anthony Tolliver,PF,34,POR,9,16.8,1.3,0.368,0.9,0.337,0.4,0.684,3.3,0.9,0.2,0.3,0.6,3.9
578,Anthony Tolliver,PF,34,SAC,0,9.1,0.3,0.176,0.2,0.133,0.1,0.5,1.2,0.3,0.4,0.1,0.4,1.0
579,Anthony Tolliver,PF,34,MEM,4,18.2,1.5,0.396,1.3,0.415,0.5,0.875,2.5,0.8,0.5,0.1,0.7,4.8
580,Juan Toscano-Anderson,SF,26,GSW,6,20.9,2.2,0.46,0.6,0.348,0.2,0.6,4.0,2.0,1.0,0.4,1.2,5.3
581,Karl-Anthony Towns,C,24,MIN,35,33.9,9.0,0.508,3.3,0.412,5.1,0.796,10.8,4.4,0.9,1.2,3.1,26.5
582,Gary Trent Jr.,SG,21,POR,8,21.8,3.2,0.444,1.8,0.418,0.6,0.822,1.6,1.0,0.8,0.3,0.3,8.9
583,Allonzo Trier,PG,24,NYK,1,12.1,2.1,0.481,0.8,0.358,1.4,0.791,1.2,1.2,0.1,0.2,0.9,6.5
584,P.J. Tucker,PF,34,HOU,72,34.3,2.5,0.415,1.5,0.358,0.5,0.813,6.6,1.6,1.1,0.5,1.0,6.9
585,Rayjon Tucker,SG,22,UTA,0,8.1,1.0,0.465,0.2,0.176,1.0,0.826,1.0,0.3,0.1,0.1,0.4,3.1
586,Evan Turner,PG,31,ATL,0,13.2,1.3,0.373,0.0,0.0,0.6,0.857,2.0,2.0,0.5,0.4,1.4,3.3
587,Myles Turner,C,23,IND,62,29.5,4.3,0.457,1.4,0.344,2.0,0.751,6.6,1.2,0.7,2.1,1.4,12.1
588,Jarrod Uthoff,SF,26,TOT,0,7.6,1.0,0.389,0.4,0.333,0.3,1.0,0.9,0.0,0.1,0.0,0.0,2.7
589,Jarrod Uthoff,SF,26,MEM,0,3.5,0.3,0.143,0.0,0.0,0.5,1.0,0.3,0.0,0.3,0.0,0.0,1.0
590,Jarrod Uthoff,SF,26,WAS,0,13.0,2.0,0.545,1.0,0.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,5.0
591,Jonas Valančiūnas,C,27,MEM,70,26.4,6.2,0.585,0.5,0.352,2.1,0.74,11.3,1.9,0.4,1.1,1.8,14.9
592,Denzel Valentine,SF,26,CHI,5,13.6,2.7,0.409,1.3,0.336,0.2,0.75,2.1,1.2,0.7,0.2,0.7,6.8
593,Jarred Vanderbilt,SF-PF,20,TOT,0,4.2,0.5,0.625,0.0,0.0,0.2,1.0,0.8,0.2,0.3,0.1,0.6,1.1
594,Jarred Vanderbilt,SF,20,DEN,0,4.6,0.6,0.714,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.1,0.8,1.1
595,Jarred Vanderbilt,PF,20,MIN,0,2.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0
596,Fred VanVleet,PG,25,TOR,54,35.7,5.9,0.413,2.7,0.39,3.1,0.848,3.8,6.6,1.9,0.3,2.2,17.6
597,Gabe Vincent,PG,23,MIA,0,9.2,0.9,0.216,0.7,0.222,0.0,0.0,0.6,0.7,0.6,0.0,0.1,2.4
598,Noah Vonleh,C-PF,24,TOT,1,10.5,1.4,0.565,0.1,0.2,0.7,0.781,3.4,0.8,0.3,0.2,0.6,3.7
599,Noah Vonleh,C,24,MIN,1,12.0,1.6,0.547,0.1,0.143,0.8,0.821,4.0,0.9,0.4,0.2,0.7,4.1
600,Noah Vonleh,PF,24,DEN,0,4.3,0.7,0.833,0.1,1.0,0.3,0.5,1.1,0.3,0.0,0.0,0.3,1.9
601,Nikola Vučević,C,29,ORL,62,32.2,8.0,0.477,1.6,0.339,2.1,0.784,10.9,3.6,0.9,0.8,1.4,19.6
602,Dean Wade,PF,23,CLE,0,5.9,0.8,0.692,0.2,0.5,0.0,0.0,1.6,0.2,0.2,0.3,0.3,1.7
603,Moritz Wagner,C,22,WAS,5,18.6,3.2,0.545,0.6,0.313,1.7,0.821,4.9,1.2,0.6,0.4,1.5,8.7
604,Dion Waiters,SG,28,TOT,0,20.7,4.1,0.414,1.5,0.319,1.4,0.824,2.4,2.0,0.4,0.6,1.6,11.1
605,Dion Waiters,SG,28,MIA,0,14.0,3.3,0.385,2.7,0.471,0.0,0.0,3.7,1.0,0.0,0.7,1.0,9.3
606,Dion Waiters,SG,28,LAL,0,23.6,4.4,0.425,1.0,0.233,2.0,0.875,1.9,2.4,0.6,0.6,1.9,11.9
607,Kemba Walker,PG,29,BOS,56,31.1,6.8,0.425,3.2,0.381,3.7,0.864,3.9,4.8,0.9,0.5,2.1,20.4
608,Lonnie Walker,SG,21,SAS,12,16.2,2.5,0.426,0.7,0.406,0.7,0.721,2.3,1.1,0.5,0.2,0.7,6.4
609,Tyrone Wallace,SG,25,ATL,0,11.4,1.0,0.318,0.1,0.067,0.8,0.647,1.6,0.9,0.5,0.1,0.7,2.9
610,Taurean Prince,SF,25,BRK,61,29.0,4.3,0.376,2.3,0.339,1.1,0.798,6.0,1.8,0.9,0.4,2.0,12.1
611,Derrick Walton,PG,24,TOT,1,9.5,0.7,0.462,0.4,0.417,0.3,0.778,0.6,1.0,0.3,0.0,0.2,2.0
612,Derrick Walton,PG,24,LAC,1,9.7,0.7,0.472,0.4,0.429,0.3,0.778,0.7,1.0,0.2,0.0,0.2,2.2
613,Derrick Walton,PG,24,DET,0,8.7,0.3,0.333,0.3,0.333,0.0,0.0,0.3,1.7,1.0,0.0,0.3,1.0
614,Brad Wanamaker,PG,30,BOS,1,19.3,2.3,0.448,0.5,0.363,1.8,0.926,2.0,2.5,0.9,0.2,1.1,6.9
615,T.J. Warren,SF,26,IND,67,32.9,8.0,0.536,1.4,0.403,2.5,0.819,4.2,1.5,1.2,0.5,1.3,19.8
616,P.J. Washington,PF,21,CHO,57,30.3,4.6,0.455,1.5,0.374,1.5,0.647,5.4,2.1,0.9,0.8,1.6,12.2
617,Yuta Watanabe,SG,25,MEM,0,5.8,0.8,0.441,0.2,0.375,0.2,0.375,1.1,0.3,0.3,0.1,0.1,2.0
618,Tremont Waters,PG,22,BOS,1,10.8,1.3,0.286,0.4,0.167,0.7,1.0,1.1,1.5,0.9,0.2,1.4,3.6
619,Paul Watson,SF-SG,25,TOT,0,8.7,1.0,0.385,0.4,0.333,0.7,0.778,1.7,0.8,0.4,0.1,0.3,3.1
620,Paul Watson,SG,25,ATL,0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.5,0.0,0.0,0.0
621,Paul Watson,SF,25,TOR,0,8.8,1.3,0.526,0.5,0.444,0.9,0.778,1.9,0.6,0.4,0.1,0.4,3.9
622,Quinndary Weatherspoon,SG,23,SAS,0,7.1,0.5,0.294,0.1,0.2,0.1,0.5,0.6,1.0,0.3,0.1,0.5,1.1
623,Russell Westbrook,PG,31,HOU,57,35.9,10.6,0.472,1.0,0.258,5.1,0.763,7.9,7.0,1.6,0.4,4.5,27.2
624,Coby White,SG,19,CHI,1,25.8,4.8,0.394,2.0,0.354,1.6,0.791,3.5,2.7,0.8,0.1,1.7,13.2
625,Derrick White,SG,25,SAS,20,24.7,3.7,0.458,1.2,0.366,2.6,0.853,3.3,3.5,0.6,0.9,1.3,11.3
626,Hassan Whiteside,C,30,POR,61,30.0,6.5,0.621,0.1,0.571,2.4,0.686,13.5,1.2,0.4,2.9,1.8,15.5
627,Andrew Wiggins,SF-SG,24,TOT,54,34.4,8.1,0.447,2.1,0.332,3.5,0.709,5.1,3.7,0.8,1.0,2.4,21.8
628,Andrew Wiggins,SF,24,MIN,42,34.6,8.4,0.444,2.2,0.331,3.5,0.72,5.2,3.7,0.7,0.9,2.5,22.4
629,Andrew Wiggins,SG,24,GSW,12,33.6,7.2,0.457,1.7,0.339,3.4,0.672,4.6,3.6,1.3,1.4,2.1,19.4
630,Grant Williams,PF,21,BOS,5,15.1,1.3,0.412,0.3,0.25,0.6,0.722,2.6,1.0,0.4,0.5,0.7,3.4
631,Johnathan Williams,C,24,WAS,6,12.0,1.3,0.559,0.0,0.0,0.5,0.538,4.3,0.5,0.1,0.5,0.3,3.0
632,Kenrich Williams,PF,25,NOP,18,21.3,1.3,0.347,0.6,0.258,0.2,0.346,4.8,1.5,0.7,0.5,0.6,3.5
633,Lou Williams,SG,33,LAC,8,28.7,6.0,0.418,1.7,0.352,4.5,0.861,3.1,5.6,0.7,0.2,2.8,18.2
634,Marvin Williams,PF,33,TOT,1,19.5,2.1,0.446,1.0,0.359,0.8,0.86,3.2,1.0,0.6,0.5,0.6,5.9
635,Marvin Williams,PF,33,CHO,1,19.7,2.3,0.448,1.1,0.376,1.0,0.86,2.7,1.0,0.6,0.5,0.6,6.7
636,Marvin Williams,PF,33,MIL,0,18.9,1.5,0.439,0.7,0.308,0.4,0.857,4.4,1.1,0.6,0.5,0.5,4.0
637,Robert Williams,C,22,BOS,1,13.4,2.2,0.727,0.0,0.0,0.8,0.647,4.4,0.9,0.8,1.2,0.7,5.2
638,Nigel Williams-Goss,PG,25,UTA,0,5.0,0.5,0.313,0.2,0.286,0.2,1.0,0.6,0.6,0.3,0.1,0.3,1.4
639,Zion Williamson,PF,19,NOP,24,27.8,8.8,0.583,0.3,0.429,4.8,0.64,6.3,2.1,0.7,0.4,2.5,22.5
640,D.J. Wilson,PF,23,MIL,1,9.8,1.4,0.394,0.5,0.247,0.3,0.611,2.5,0.7,0.1,0.1,0.5,3.6
641,Justise Winslow,SF,23,MIA,5,32.0,4.5,0.388,0.5,0.222,1.6,0.667,6.6,4.0,0.6,0.5,2.2,11.3
642,Christian Wood,PF,24,DET,12,21.4,4.6,0.567,0.9,0.386,2.9,0.744,6.3,1.0,0.5,0.9,1.4,13.1
643,Delon Wright,SG,27,DAL,5,21.5,2.6,0.462,0.6,0.37,1.1,0.77,3.8,3.3,1.2,0.3,1.0,6.9
644,Justin Wright-Foreman,PG,22,UTA,0,11.3,1.8,0.35,0.5,0.2,0.8,0.75,1.3,1.8,0.5,0.0,0.8,4.8
645,Thaddeus Young,PF,31,CHI,16,24.9,4.2,0.448,1.2,0.356,0.7,0.583,4.9,1.8,1.4,0.4,1.6,10.3
646,Trae Young,PG,21,ATL,60,35.3,9.1,0.437,3.4,0.361,8.0,0.86,4.3,9.3,1.1,0.1,4.8,29.6
647,Cody Zeller,C,27,CHO,39,23.1,4.3,0.524,0.3,0.24,2.1,0.682,7.1,1.5,0.7,0.4,1.3,11.1
648,Tyler Zeller,C,30,SAS,0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
649,Ante Žižić,C,23,CLE,0,10.0,1.9,0.569,0.0,0.0,0.6,0.737,3.0,0.3,0.3,0.2,0.5,4.4
650,Ivica Zubac,C,22,LAC,70,18.4,3.3,0.613,0.0,0.0,1.7,0.747,7.5,1.1,0.2,0.9,0.8,8.3
